iso3,gdp_per_capita,unemployment_rate,life_expectancy,literacy_rate,gini_index,cost_of_living_index,rent_index,groceries_index,restaurant_price_index,purchasing_power_index,safety_index,healthcare_index,traffic_index,pollution_index,visa_free_count,residency_difficulty,digital_nomad_visa,investor_visa,eu_member,schengen,ru_visa_free,ru_banking_access,ru_sanctions_risk,country
SAU,0.24899868074925854,0.09013979727844768,0.813044027155035,0.9402118141200901,0.965217391304348,0.27233115468409586,0.2503477051460362,0.2513661202185793,0.2,0.7397504456327987,0.8599397590361445,0.47245762711864425,0.2343387470997681,0.6626826029216468,0.7753623188405798,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.5,0.0,Saudi Arabia
SGP,0.6553879353567806,0.0833204178419764,0.958786901402142,0.8332763365973519,0.0,0.7494553376906318,0.9568845618915163,0.6459016393442623,0.41875,0.5775401069518717,0.8719879518072288,0.6779661016949154,0.47099767981438523,0.2709163346613546,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.5,Singapore
SRB,0.09213807292152534,0.21676327454201672,0.7124042467410294,0.8332763365973519,0.965217391304348,0.25816993464052285,0.2378303198887344,0.2284153005464481,0.28020833333333334,0.3262032085561498,0.6536144578313252,0.2584745762711864,0.2296983758700697,0.7171314741035857,0.6159420289855073,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Serbia
SVK,0.18221628458224792,0.16208425033321971,0.7926313260273774,0.8332763365973519,0.965217391304348,0.3344226579520697,0.3171070931849792,0.34754098360655744,0.29166666666666663,0.4147355912061794,0.7424698795180723,0.38771186440677985,0.15777262180974483,0.3320053120849933,0.9565217391304348,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,0.25,1.0,Slovak Republic
SVN,0.2429954190027079,0.09438641083661388,0.9233566684178165,0.8332763365973519,0.965217391304348,0.383442265795207,0.37134909596662047,0.37377049180327865,0.37499999999999994,0.47058823529411764,0.841867469879518,0.5572033898305087,0.10208816705336432,0.1447543160690571,0.9565217391304348,0.6666666666666667,1.0,0.0,1.0,1.0,0.0,0.25,1.0,Slovenia
SWE,0.40990741322361957,0.265459843154273,0.9827328519708576,0.8332763365973519,0.965217391304348,0.5348583877995643,0.4923504867872045,0.5486338797814208,0.578125,0.7439096850861557,0.4894578313253011,0.6016949152542372,0.18793503480278428,0.07702523240371845,0.9855072463768115,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,0.25,1.0,Sweden
THA,0.04581253373514744,0.02017916369610366,0.7322973044515859,0.8332763365973519,0.0,0.20806100217864923,0.20584144645340754,0.2863387978142076,0.10104166666666664,0.22103386809269163,0.6596385542168673,0.7966101694915255,0.4013921113689096,0.847277556440903,0.19565217391304346,0.6666666666666667,1.0,1.0,0.0,0.0,1.0,0.75,0.0,Thailand
TUN,0.02265569592513929,0.46427575090666756,0.7372062243181727,0.9402118141200901,0.965217391304348,0.11111111111111113,0.0848400556328234,0.18251366120218576,0.02708333333333332,0.16339869281045752,0.5346385542168673,0.35381355932203395,0.2853828306264502,0.7662682602921647,0.7753623188405798,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.5,0.0,Tunisia
TWN,0.2297255802562997,0.07913579864232356,0.9682349635312952,0.8332763365973519,0.965217391304348,0.33551198257080617,0.2990264255910988,0.507103825136612,0.12604166666666666,0.538324420677362,0.9548192771084335,1.0,0.271461716937355,0.6945551128818059,0.6159420289855073,0.6666666666666667,1.0,1.0,0.0,0.0,0.0,0.25,0.5,Taiwan
UKR,0.03149517772809055,0.1031586125662565,0.6697837126811736,0.8332763365973519,0.965217391304348,0.10130718954248366,0.09457579972183591,0.11584699453551917,0.10520833333333329,0.24777183600713018,0.5045180722891566,0.3368644067796611,0.3967517401392111,0.6693227091633467,0.9528985507246377,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.5,0.0,Ukraine
URY,0.16695513333148737,0.22894516598989495,0.7898351883300159,0.9736933129013945,1.0,0.3997821350762527,0.3463143254520168,0.4032786885245902,0.46145833333333336,0.27807486631016043,0.42018072289156616,0.6059322033898307,0.4477958236658933,0.4116865869853917,0.7246376811594204,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.5,0.0,Uruguay
USA,0.6104710576202403,0.12609652521620537,0.8099799228679758,0.8588999751595008,0.965217391304348,0.5435729847494553,0.6105702364394994,0.6098360655737705,0.5989583333333333,0.8181818181818182,0.469879518072289,0.5741525423728815,0.3039443155452436,0.3373173970783533,0.9492753623188406,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,United States
VEN,0.022922365964878667,0.16047239701187196,0.6023612010441746,0.8332763365973519,1.0,0.2047930283224401,0.1613351877607789,0.2622950819672132,0.26458333333333334,0.0540701128936423,0.0,0.0,0.2761020881670535,0.8207171314741035,0.713768115942029,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.5,0.0,"Venezuela, RB"
VNM,0.026577876733134304,0.043179070704565885,0.67125304923988,0.8332763365973519,0.0,0.08169934640522877,0.09318497913769128,0.14863387978142079,0.003124999999999989,0.20320855614973263,0.6069277108433734,0.47245762711864425,0.20417633410672864,0.9548472775564409,0.0,0.6666666666666667,0.0,1.0,0.0,0.0,1.0,0.5,0.0,Viet Nam
ZAF,0.03791602326788557,1.0000000000000002,0.3899418862730253,0.7085753413874234,0.965217391304348,0.1982570806100218,0.19471488178025034,0.1573770491803279,0.21145833333333336,0.5995246583481878,0.08885542168674693,0.5105932203389831,0.4106728538283063,0.5989375830013279,0.35507246376811596,0.6666666666666667,1.0,1.0,0.0,0.0,1.0,0.5,0.0,South Africa
