iso3,gdp_per_capita,unemployment_rate,life_expectancy,literacy_rate,gini_index,cost_of_living_index,rent_index,groceries_index,restaurant_price_index,purchasing_power_index,safety_index,healthcare_index,traffic_index,pollution_index,visa_free_count,residency_difficulty,digital_nomad_visa,investor_visa,eu_member,schengen,ru_visa_free,ru_banking_access,ru_sanctions_risk,country
MYS,0.07893535195375856,0.11264374941880291,0.7408795657149383,0.8332763365973519,0.0,0.16448801742919392,0.1460361613351878,0.26010928961748636,0.10312499999999997,0.4266191325014854,0.4879518072289155,0.6525423728813562,0.38051044083526697,0.6480743691899071,0.8768115942028987,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.5,0.0,Malaysia
NGA,0.0,0.09094572393912156,0.0,0.0,0.965217391304348,0.09586056644880173,0.18219749652294856,0.1442622950819672,0.05937500000000001,0.0,0.21385542168674687,0.17796610169491522,1.0,0.9999999999999998,0.35507246376811596,0.6666666666666667,1.0,1.0,0.0,0.0,0.0,0.5,0.0,Nigeria
NLD,0.486009262453356,0.11605343913703856,0.9126868741167915,0.8332763365973519,0.965217391304348,0.593681917211329,0.6328233657858138,0.5322404371584699,0.6906249999999998,0.734402852049911,0.8268072289156626,0.8813559322033899,0.037122969837587005,0.12084993359893753,0.9855072463768115,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,0.25,1.0,Netherlands
NOR,0.6269409441574836,0.1397042869098912,0.9525967917313178,0.8332763365973519,0.965217391304348,0.7058823529411765,0.6536856745479834,0.7344262295081967,0.7635416666666666,0.6916221033868094,0.7093373493975902,0.7605932203389831,0.16937354988399078,0.09561752988047806,0.9855072463768115,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.25,1.0,Norway
NZL,0.3520255404760597,0.15331204860357708,0.9141529527230394,0.8332763365973519,0.965217391304348,0.4509803921568627,0.45340751043115446,0.5158469945355193,0.4583333333333333,0.6862745098039216,0.47590361445783125,0.5995762711864407,0.271461716937355,0.1952191235059761,0.9492753623188406,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,New Zealand
OMN,0.1404638993988918,0.09674219646012215,0.8552540592051423,0.9402118141200901,0.965217391304348,0.2690631808278867,0.24478442280945764,0.2644808743169399,0.27604166666666663,0.8579916815210933,0.9337349397590359,0.5,0.09744779582366592,0.3280212483399734,0.7753623188405798,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.5,0.0,Oman
PAK,0.0028867557958837733,0.16397507826787766,0.43959878315475787,0.5138798603486872,0.965217391304348,0.007625272331154703,0.0,0.0,0.019791666666666652,0.12596553773024363,0.5722891566265059,0.4152542372881356,0.406032482598608,0.8167330677290836,0.9492753623188406,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.5,0.0,Pakistan
PAN,0.13224130377774745,0.2551067852825393,0.8395254792244458,0.8820516779675138,0.965217391304348,0.289760348583878,0.32267037552155775,0.36174863387978146,0.2875,0.21330956625074274,0.5662650602409638,0.4512711864406782,0.3364269141531324,0.5856573705179282,0.6594202898550725,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,Panama
PER,0.05390157177406218,0.1545829329531013,0.7782808599365525,0.7943287552616636,1.0,0.15904139433551198,0.1557719054242003,0.21311475409836073,0.13541666666666669,0.23885918003565068,0.20331325301204817,0.36016949152542366,0.6798143851508123,0.9309428950863214,0.6014492753623188,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.5,0.0,Peru
PHL,0.021219632180424487,0.0652490623353275,0.5112957284170838,0.8332763365973519,0.0,0.12200435729847495,0.10848400556328233,0.1879781420765027,0.04583333333333334,0.15210932857991682,0.555722891566265,0.5699152542372881,0.49419953596287713,0.8061088977423638,0.08695652173913043,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.5,0.0,Philippines
POL,0.1757120760149701,0.08821797216453305,0.7939345070107084,0.8332763365973519,0.965217391304348,0.30936819172113283,0.305980528511822,0.2502732240437159,0.3416666666666666,0.5276292335115864,0.7786144578313251,0.3813559322033899,0.2621809744779583,0.5803452855245683,0.9565217391304348,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.25,1.0,Poland
PRI,0.2798847755292365,0.1816744676234463,0.9105545442328149,0.8588999751595008,0.965217391304348,0.4760348583877996,0.4436717663421419,0.5366120218579236,0.4281249999999999,0.639334521687463,0.2861445783132529,0.4067796610169492,0.2761020881670535,0.4794156706507304,0.9420289855072463,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.5,0.0,Puerto Rico (US)
PRT,0.2063540101576031,0.18703697963485325,0.9266146208761465,0.8332763365973519,0.965217391304348,0.32570806100217864,0.36022253129346316,0.31366120218579235,0.315625,0.34521687462863937,0.7138554216867469,0.6800847457627119,0.18097447795823673,0.24037184594953515,0.963768115942029,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.25,1.0,Portugal
PRY,0.039005364715071315,0.14484981866650137,0.646073963665686,0.8353262641741379,1.0,0.1045751633986928,0.10987482614742702,0.10601092896174863,0.11562499999999998,0.24361259655377301,0.2688253012048193,0.5466101694915255,0.45243619489559184,0.6480743691899071,0.6521739130434783,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,Paraguay
QAT,0.5530790395455192,0.0,0.9312588321054942,0.9402118141200901,0.965217391304348,0.3431372549019608,0.46453407510431166,0.2557377049180328,0.4177083333333333,0.8603683897801545,0.9819277108433734,0.7139830508474576,0.1925754060324827,0.6401062416998673,0.7753623188405798,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.5,0.0,Qatar
ROU,0.13896410872004955,0.181705464802703,0.7287754578441341,0.8332763365973519,0.965217391304348,0.2363834422657952,0.21418636995827542,0.22732240437158469,0.29375,0.4070112893642306,0.716867469879518,0.35169491525423746,0.2900232018561486,0.6188579017264275,0.8695652173913044,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.25,1.0,Romania
RUS,0.10098835744276602,0.06208735005114536,0.6279906985457344,0.8332763365973519,0.965217391304348,0.19172113289760348,0.18497913769123783,0.19125683060109294,0.20937499999999998,0.3166963755199049,0.6355421686746986,0.4597457627118644,0.5243619489559166,0.6188579017264275,0.9528985507246377,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.5,0.0,Russian Federation
